Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Income under 10k,Income 10k to 15k,Income 15k to 25k,Income 25k to 35k,Income 35k to 50k,Income 50k to 65k,Income 65k to 75k,Income above 75k,Income below poverty,Median income,Year,State FIPS,State Abbr,District
739946,36.0,516894,347790,213647,136497,2412,31643,378,22432,358806,381140,71018,213786,62452,29029,33423,234553,66766,35530,31236,59876,130499,136693,106486,63942,605250,86466,101526,56623,90148,67913,70086,44594,17068,70826,73325,26268,2016,12,FL,14
760542,46.4,641317,542270,126655,64785,2165,14617,451,14651,366299,394243,52691,244784,43864,19208,24656,271050,49722,25513,24209,58837,160034,166558,104964,67069,635257,77099,92325,60965,102790,78315,79800,51639,20290,72034,72577,27353,2016,12,FL,16
747076,39.3,615000,568331,57814,67590,1800,32233,374,22982,365877,381199,29821,255253,30538,17487,13051,267101,36043,22173,13870,36099,126149,163754,129831,68036,616438,79718,84571,48681,81481,68729,82931,54672,24151,91504,55917,32092,2016,12,FL,4
741949,38.3,571976,547282,45157,98794,3764,18574,834,33089,373722,368227,16903,276780,15280,8191,7089,268467,21378,12827,8551,51781,137453,181192,87125,46208,608435,79668,103500,55133,95892,77917,74471,46114,18446,57294,63468,26023,2016,12,FL,1
720695,47.6,602293,546056,71719,71883,2072,15315,486,18706,351185,369510,25625,255063,27221,15791,11430,269777,34490,22230,12260,51349,155567,179197,90277,56106,611553,81573,96974,64267,102152,71948,70153,44880,18143,61463,71522,25168,2016,12,FL,8
762103,35.0,428313,294664,196778,213742,1527,39247,494,26295,372520,389583,87651,201866,75597,37334,38263,215702,84602,43671,40931,68350,138757,151589,99729,46141,608906,94486,95512,59721,101454,77684,71039,41340,15016,52654,57988,25049,2016,12,FL,10
711119,46.3,567324,513985,65939,88398,2130,24502,685,19747,343122,367997,35707,243973,37244,20522,16722,265165,42228,25351,16877,55875,159025,170254,97158,53004,610065,72685,93783,61790,99180,79217,80045,45956,17843,59566,73996,26385,2016,12,FL,13
745465,38.2,560714,444091,156122,107467,2424,21891,386,22735,365600,379865,41727,236998,38323,18056,20267,255124,40083,22308,17775,64524,159825,155352,84139,40417,600617,94929,93092,53655,93635,74263,79236,47377,17054,47376,74373,26305,2016,12,FL,15
730787,46.9,589763,499936,112349,92492,1864,15657,281,13937,355332,375455,48042,234077,50502,26862,23640,254709,52731,31786,20945,59157,150429,170977,101548,59124,617532,81544,89650,59206,96859,74776,74418,45180,19589,76310,63044,27269,2016,12,FL,18
752660,35.9,290521,142146,179339,402014,1336,20447,214,20189,362194,390466,121212,154708,115993,60795,55198,168298,130703,76146,54557,90792,157864,145381,67960,34177,599603,110498,106125,65654,99194,72319,65454,36091,12518,31750,45673,21881,2016,12,FL,20
741077,41.2,556818,334002,263339,102399,2123,30621,535,21947,356069,385008,101416,164519,110446,68399,42047,175867,134102,86182,47920,42827,122766,159205,123427,76875,612400,95834,89707,50213,80521,62791,74304,51410,21742,85878,57768,30629,2016,12,FL,23
744163,40.7,667640,138835,564312,36236,1761,8888,106,7463,363203,380960,197397,100588,184951,92849,92102,101570,204077,119076,85001,118651,163004,124788,80992,38319,617998,115511,122895,65618,102503,66768,60247,34874,12778,36804,123957,20667,2016,12,FL,25
729130,50.9,633648,546557,105357,56877,2161,9320,254,12491,363352,365778,41676,259197,39282,18100,21182,265450,39267,21385,17882,78872,199714,162103,71674,40631,625912,89928,101319,67585,113842,78489,73867,41738,15371,43773,89538,23341,2016,12,FL,17
757388,49.7,655437,536358,143422,58931,1741,11160,234,11943,368570,388818,69151,243516,57893,24650,33243,262429,61033,30184,30849,68673,160966,164622,110037,69200,647797,82642,95707,62331,105809,80133,75007,51254,18248,76666,81746,26727,2016,12,FL,19
738761,45.5,570554,430312,164314,114521,1110,18548,316,16055,357326,381435,93374,199132,84900,40558,44342,220115,93411,52920,40491,66509,137053,155911,114721,67970,623386,80383,92752,61164,101610,70668,71981,49191,19405,76232,64654,26705,2016,12,FL,21
733500,43.7,558388,434698,151897,109290,1876,22218,288,20423,364003,369497,88474,207800,85582,45683,39899,203474,97082,55712,41370,49310,131923,155326,128837,73072,620110,80705,87291,53391,87674,69297,75969,51707,20988,93088,58512,30706,2016,12,FL,22
734086,36.9,312282,91232,271853,371477,1296,10389,281,12909,353255,380831,139487,136944,135330,70602,64728,149030,149737,86913,62824,109321,159655,133452,61829,32068,598250,124237,123331,63689,97551,66032,56303,29781,9929,27397,66766,20019,2016,12,FL,24
761160,38.2,625640,134502,522422,93394,1068,12886,98,12913,373611,387549,147637,131223,155199,87214,67985,125533,181356,113987,67369,92435,150133,145177,89895,39764,622714,128619,106949,62653,94056,66834,67177,39208,14842,42376,99708,22550,2016,12,FL,26
737825,41.2,643702,165824,519393,39483,848,14943,359,12661,363330,374495,181589,118565,175142,91664,83478,110870,199121,117157,81964,88231,130698,121689,116070,87224,626212,97584,110021,67198,91101,61993,59330,39869,15881,83235,101627,24372,2016,12,FL,27
723376,35.0,457843,431160,47706,214188,2497,12457,941,20683,356410,366966,21970,249624,17085,6386,10699,263621,17869,8024,9845,59465,142794,149009,73096,44540,575254,88647,102513,54949,84562,66273,68075,42542,16962,50731,59927,25153,2016,13,GA,1
714264,37.8,501574,474898,39871,169780,1683,12796,253,18070,346091,368173,19655,238748,16258,6962,9296,265935,15675,7325,8350,64152,147134,138910,74983,43253,569197,90390,98803,51093,77370,61707,66245,48341,18495,56753,59255,26589,2016,13,GA,3
731334,37.7,512668,446029,89790,100417,4228,78154,270,19642,362123,369211,89954,197389,71655,27734,43921,213094,68154,31185,36969,33845,65571,104691,182941,111729,580674,82345,70258,36008,66693,51552,60793,51055,22999,138971,39140,40630,2016,13,GA,6
703464,36.7,450282,423438,44499,213571,1436,10662,225,13783,344542,358922,21318,242335,16123,4422,11701,261898,14066,6072,7994,76912,157514,134057,53617,37680,562914,108759,100812,56525,83262,61071,60912,38219,14645,38709,69950,22958,2016,13,GA,8
685992,35.7,294514,278148,33689,354016,1352,7864,670,14080,336850,349142,15566,238872,12911,4049,8862,256068,11062,5266,5796,84523,147240,133154,47040,29372,545658,105665,113470,58222,83434,57459,54764,31867,11762,29015,40857,20304,2016,13,GA,2
730842,35.3,221954,184057,67177,432222,1575,36081,272,15486,345365,385477,62852,196143,51171,23449,27722,239012,53428,26636,26792,60252,122371,148636,88905,52559,572323,97162,91270,50497,83797,67087,71836,45382,17234,48058,31517,26501,2016,13,GA,4
736159,33.5,238495,208600,51534,430934,2939,31137,220,16934,355882,380277,42236,245839,32596,10994,21602,275526,29132,11453,17679,61139,110734,120225,111570,84092,605027,93814,115757,52643,79049,61526,65525,44750,18313,73650,27854,26093,2016,13,GA,5
761511,35.5,439081,354702,145074,148583,2409,98053,274,19323,374732,386779,104382,179780,87958,38132,49826,193330,87646,41303,46343,55059,103681,134827,127787,62384,585188,105352,79582,42201,74962,61055,66918,48818,19626,86674,39436,31415,2016,13,GA,7
716774,40.2,622680,558855,88795,49633,2468,8921,169,10594,353264,363510,41200,239154,27654,7540,20114,256478,25096,7586,17510,90380,156976,133525,64400,38695,578353,91040,100343,61252,93555,68107,64005,42171,15035,42845,93588,23432,2016,13,GA,9
720981,36.3,498274,471044,40146,182502,1163,14985,391,14108,351163,369818,22237,246645,17686,8042,9644,265481,20022,9289,10733,68991,149802,126865,67288,45981,580116,102139,111929,56135,78645,60363,63418,42894,15850,48743,67540,23758,2016,13,GA,10
735547,36.1,543084,495424,82456,119488,2394,24541,327,16886,360404,375143,55548,225828,42546,15035,27511,246165,40662,17170,23492,50537,106928,134981,126198,65991,586025,83642,84977,44760,76313,59210,68408,54543,21825,92347,50067,31975,2016,13,GA,11
709370,35.2,419052,395918,40989,248279,1807,11663,532,14248,348963,360407,16494,249685,13425,5474,7951,260693,14654,7046,7608,76218,153892,131926,56801,37497,566280,109560,109558,56480,80506,59238,58846,37820,14247,40025,66850,22169,2016,13,GA,12
729459,35.2,241617,201062,77824,422523,683,19449,114,16545,342546,386913,45260,204054,37415,16480,20935,249359,38253,17786,20467,55579,131595,145208,84136,47011,563565,93453,89699,46958,78753,66529,71129,48433,19474,49137,36232,27431,2016,13,GA,13
700247,37.6,598271,542904,77440,61998,2316,7220,258,12075,344136,356111,33052,229740,23009,7724,15285,247588,22850,7156,15694,95758,154369,131947,49938,28606,554085,87440,96408,57037,87560,69703,65302,40096,14940,35599,92924,23717,2016,13,GA,14
706277,37.8,225595,201582,82730,11102,1782,182563,87309,189947,355210,351067,41533,233830,37970,21190,16780,219920,50316,29895,20421,37978,146937,157238,88227,44619,567690,76849,82244,45041,80425,72113,77410,50912,20335,62361,24982,30301,2016,15,HI,2
707396,39.1,128048,114703,59097,14769,933,354800,56664,146682,354660,352736,68188,218463,61315,36527,24788,194836,88807,52066,36741,46965,123646,154980,113485,58870,585832,70440,84403,40843,73598,66648,81466,58907,26307,83220,9567,33221,2016,15,HI,1
833727,37.5,768918,706735,86509,3768,11366,9465,1036,21644,418179,415548,22178,291064,17012,6348,10664,293990,17954,8122,9832,53300,159556,199645,92584,41449,656933,84478,123868,63333,101872,82943,79362,50034,18181,52862,106141,24675,2016,16,ID,1
801756,33.8,724237,649161,109080,6665,10088,12165,967,20406,401666,400090,39108,262827,27839,9018,18821,267020,26457,10506,15951,51870,129529,178722,94815,46136,618717,71545,124750,59301,99659,75295,72043,45451,17301,53372,104141,23797,2016,16,ID,2
722176,37.2,547118,423650,227351,34522,2193,28871,73,14922,357025,365151,74465,194718,72425,35947,36478,205299,72030,38266,33764,71997,146314,134195,80765,45593,575554,93617,85219,44187,79286,64637,63744,49799,22370,72695,51545,29829,2016,17,IL,3
732035,34.9,595745,500013,146301,20714,2104,50189,179,22879,360116,371919,69604,215720,73865,41179,32686,225830,79920,47407,32513,47154,95988,108929,167860,108595,614481,67703,76973,40250,68865,58719,74282,67738,29226,130725,51442,40472,2016,17,IL,5
716964,36.5,482936,376948,201005,33817,2417,91966,724,18849,358596,358368,109642,170459,98738,45736,53002,179270,95283,47410,47873,68014,118574,136836,106816,52284,571560,78299,77987,40387,84174,64523,72036,56324,22793,75037,39449,31255,2016,17,IL,8
713713,37.9,540719,419105,160688,47856,1456,71870,294,18195,354313,359400,86284,183319,80206,40431,39775,189009,82921,43705,39216,52918,98050,111962,119564,84819,567234,78576,83946,39905,75824,56514,58725,46615,20429,106700,43655,32143,2016,17,IL,10
709735,35.8,577222,560453,23624,80024,1306,26357,237,19679,348714,361021,22596,257479,16845,5373,11472,273857,16127,6390,9737,38095,141037,139752,81369,55270,589063,76703,119095,49059,83939,64389,72223,47522,19238,56895,80697,25500,2016,17,IL,13
703108,40.6,653412,638701,19305,30023,1245,4622,297,10787,350637,352471,6576,264214,5852,2227,3625,269935,5160,2835,2325,54555,169456,167376,61209,29967,572845,73134,98830,53194,87579,70829,77680,48682,17659,45258,86037,26211,2016,17,IL,15
713836,40.3,648487,635416,18670,26552,1275,18632,243,14027,352856,360980,14907,259086,12406,4983,7423,271895,11414,5517,5897,33868,148692,151882,101098,53768,582505,65811,89398,45505,78397,66742,79014,57101,24082,76455,59344,31398,2016,17,IL,18
710088,38.1,289432,252262,69408,364358,1635,12849,113,14451,331676,378412,25314,223364,25476,12618,12858,272604,24085,13386,10699,53749,131172,157548,77467,52051,576196,98744,104931,48181,76074,56433,61784,48016,19540,62493,22748,26307,2016,17,IL,1
704139,38.0,264183,201759,92884,396777,1234,5055,73,12673,329691,374448,24437,219545,23534,11642,11892,265793,22742,11993,10749,58643,135750,164723,64978,38034,564719,100358,105127,48921,78888,57002,63152,46104,18497,46670,32451,24876,2016,17,IL,2
702322,32.0,416734,149334,494510,30716,3530,23218,375,16461,355056,347266,157410,139164,121002,40131,80871,143703,111084,41964,69120,133085,117813,94462,65334,30838,545185,105336,84032,50024,96277,65487,58735,35385,13164,36745,79701,23404,2016,17,IL,4
724601,40.8,610220,560015,71190,19049,1087,63715,153,14848,355309,369292,42558,217680,48126,28765,19361,232647,51710,32347,19363,27069,85319,130240,152146,99703,584581,72778,82756,35136,59427,50705,63071,54095,25459,141154,27116,41050,2016,17,IL,6
728896,33.6,251218,199933,106512,360859,1127,51489,271,15899,348403,380493,57622,222390,46347,17170,29177,258739,45787,20234,25553,73328,110559,111731,104545,90034,598320,109741,106444,51309,71147,47421,51625,42992,20225,97416,25708,27575,2016,17,IL,7
718764,40.2,522358,463993,79967,64402,1606,92864,230,19939,350686,368078,78128,189358,86716,50884,35832,201517,93635,59073,34562,44203,88814,111887,151938,114522,596110,80812,92282,41870,72593,56773,63040,49878,23963,114899,48027,33310,2016,17,IL,9
722749,35.2,473824,379110,192838,80084,2087,54491,129,22447,353958,368791,75256,191600,65618,29278,36340,209096,64318,30637,33681,62961,107078,130373,100475,60028,563668,80517,81756,40433,78771,58979,65077,51639,23485,83011,35090,31328,2016,17,IL,11
703346,39.0,554596,538920,22719,118022,1451,8588,157,16052,348080,355266,8964,259666,7472,2961,4511,270656,8330,4533,3797,50993,152700,169406,65079,40742,573050,83470,101970,51635,84638,67673,69811,45814,19514,48525,71786,25765,2016,17,IL,12
725478,38.8,636591,575066,84670,23128,936,31265,282,15061,361776,363702,29927,230648,30998,16705,14293,238793,32535,19325,13210,31032,110496,144629,119138,68509,569169,72495,78477,38885,66214,52988,65443,53371,26561,114735,37052,37070,2016,17,IL,14
700934,40.3,633417,590112,62322,26665,1103,10074,178,13915,348211,352723,18329,250272,17357,8433,8924,257864,16545,8401,8144,46460,164193,160575,65893,37557,571320,67152,96860,50908,85291,64922,72356,52266,21887,59678,68871,27387,2016,17,IL,16
698800,39.8,572695,532066,62510,80044,1607,9684,178,19138,345357,353443,21497,246496,16723,6470,10253,261331,14707,6109,8598,60484,165121,161175,58586,28295,566117,68582,103672,52643,93254,71355,72963,46503,17152,39993,76476,24899,2016,17,IL,17
721461,37.4,625844,581292,65578,49550,2615,8726,455,17570,355896,365565,26418,244809,18887,6120,12767,259345,17685,6680,11005,70658,171120,130419,62696,36146,571801,72450,103638,53857,93450,74853,73823,45990,15034,38706,78160,24823,2016,18,IN,2
733725,36.9,646066,615990,42990,44199,1367,14425,306,17356,361729,371996,18581,249871,14392,6049,8343,264694,14086,5973,8113,59976,164260,145319,69336,36578,575643,67527,94324,52964,91015,77712,82700,49821,17913,41667,72181,26667,2016,18,IN,3
741149,36.6,666885,637774,43302,27743,1450,20525,276,12508,372004,369145,28131,263416,20288,5386,14902,268378,17135,5887,11248,49393,167601,141336,74848,42701,599268,71765,110636,51064,87227,73524,79040,51847,19923,54242,73739,26652,2016,18,IN,4
749284,37.8,634922,614856,31122,60603,940,24627,212,18629,364867,384417,21951,252163,18146,8922,9224,275266,19375,9388,9987,34965,117372,131494,137744,81926,596793,66901,89244,44424,74701,67281,76516,55681,24525,97520,53096,32910,2016,18,IN,5
719078,40.1,669895,660099,18436,18061,1545,9278,290,11713,354586,364492,12386,263230,8289,2313,5976,277150,7600,2786,4814,57291,191788,138068,59827,35737,586676,71977,105013,56448,91794,76133,77470,49259,17079,41503,91211,25478,2016,18,IN,6
747290,33.3,447087,404938,80687,220637,2603,19958,289,21642,360510,386780,51006,229893,32270,7508,24762,263252,27704,7745,19959,80634,150296,139441,71513,34743,582046,80969,108498,58009,94420,75634,75381,41109,14255,33771,76248,23609,2016,18,IN,7
721951,39.5,664901,654494,16668,28987,1254,6781,456,14276,359892,362059,8599,268826,6992,2932,4060,276465,6699,3085,3614,57006,183077,149977,62096,34534,587161,73717,103647,58613,92915,75632,76286,46219,17243,42889,85471,25168,2016,18,IN,8
738598,37.6,677958,663534,23514,20436,2037,16440,104,14349,364066,374532,18125,267778,12686,4145,8541,281180,13245,5176,8069,51966,170164,141612,75136,47582,603450,70201,110611,57356,87880,75691,79198,51003,18913,52597,86307,26120,2016,18,IN,9
717042,38.6,501201,451703,107225,138010,1988,9472,358,18273,351772,365270,18567,244542,20255,10937,9318,262302,19292,10961,8331,55569,170373,150450,68790,36129,577195,89878,97097,50256,82578,61974,67402,47405,19668,60937,51311,26896,2016,18,IN,1
769896,38.7,704039,686187,28906,27355,2840,11483,898,14842,381574,388322,16550,278325,12722,4843,7879,290232,11377,4933,6444,40092,173776,167471,88794,41431,622903,49738,106751,53983,91922,84472,96882,59877,21962,57316,66837,28903,2016,19,IA,1
775699,37.9,699235,669284,41756,31264,1543,17337,376,16069,385912,389787,23234,277952,17405,5796,11609,287515,15815,6420,9395,42278,166114,163961,90047,52024,628482,64936,109742,56221,92619,78362,89214,58574,21810,57004,83392,27388,2016,19,IA,2
801132,36.8,714872,675155,52644,32712,2144,23329,549,17850,394985,406147,30271,268635,23488,9309,14179,285734,22559,10455,12104,42192,149886,170247,119988,50513,632708,52981,95295,51358,86169,79089,96496,66820,27387,77113,68491,31781,2016,19,IA,3
759862,39.1,705744,670974,49401,11721,3424,14421,599,12533,380517,379345,24436,273921,17892,5374,12518,280516,14987,5080,9907,45404,166904,171084,80820,35814,617141,47361,116068,59211,95525,82571,91105,56528,19205,49567,79953,26388,2016,19,IA,4
716382,35.0,632472,554733,109994,21833,3803,11619,749,20360,363513,352869,38136,246783,27235,8944,18291,243504,24281,7561,16720,55050,133330,156012,71681,36636,570122,57872,105873,52152,90988,80752,80690,45839,15510,40446,79660,25715,2016,20,KS,1
746158,36.3,607717,542135,86917,64218,2718,31995,512,23100,365721,380437,46347,232644,33930,11637,22293,253391,32078,12986,19092,38888,92526,136718,142268,82336,583747,61148,83974,42169,72436,63887,79518,56941,24691,98983,44211,34740,2016,20,KS,3
714490,37.3,624933,593633,45173,31716,9851,10478,426,28668,355127,359363,14819,259663,10743,3418,7325,268038,10388,4165,6223,39402,144932,152195,78430,50671,576707,58547,109512,55235,85596,72919,80857,48889,17893,47259,84256,26002,2016,20,KS,2
721262,36.1,603801,536542,85655,49939,7499,23513,187,23902,357551,363711,27601,238762,23153,10159,12994,249395,22957,10725,12232,48709,129107,157825,88012,43767,565313,70986,91993,51196,84670,68494,74993,51121,18655,53205,75367,27347,2016,20,KS,4
